"Product","Stock","Transit","Sold (30d)","Order Qty","Last Supplier","Last Price","Current Cost","Expected Profit","Margin %","Stock-Out Days","Priority Score","Priority","Sales Period","Transit Time"
"Карта памяти Micro SD Samsung EVO Plus 256GB MB-MC256SA/EU (w/Adapter, Class 10)","2","0","0","0","Unknown","$0.00","$26.21","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Карта памяти Micro SD Samsung EVO Plus 64GB MB-MC64KA/EU (Class 10)","2","0","0","0","""Tier Distribution""","$7.47","$9.04","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Карта памяти Micro SD Samsung EVO Plus 64GB MB-MC64SA/EU (w/Adapter, Class 10)","8","0","2","0","""Kosatec""","$7.52","$10.78","$0.00","0.0%","∞","8.3","NO","30d","4 weeks (1x)"
"Карта памяти SD Card Kingston 128GB Canvas Select Plus (SDXC, UHS-I, Class 10 + Adapter)","5","0","1","0","""Kosatec""","$8.55","$10.09","$0.00","0.0%","∞","10.3","NO","30d","4 weeks (1x)"
"Карта памяти SD Card Kingston 256GB Canvas Select Plus (SDXC, UHS-I, Class 10)","2","0","1","0","""Kosatec""","$16.57","$21.34","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Карт-ридер Buro BU-CR-151 (USB 2.0, Black)","10","0","500","490","""Merlion""","$3.01","$3.96","$0.00","0.0%","0.6","86","CRITICAL","30d","4 weeks (1x)"
"Карт-ридер Ugreen 30333 (USB 3.0, TF/SD/MS/CF 3.0, 50cm, Black)","1","0","6","5","""X-ART""","$9.63","$9.63","$0.00","0.0%","5","71.7","CRITICAL","30d","4 weeks (1x)"
"Карт-ридер Ugreen 50541 (USB 3.0, TF/SD/MS/CF)","4","0","0","0","""X-ART""","$8.25","$8.25","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Карт-ридер Ugreen 60722 (USB 3.0, TF/SD)","5","0","0","0","""X-ART""","$4.50","$4.50","$0.00","0.0%","∞","8.3","NO","30d","4 weeks (1x)"
"Клавиатура A4Tech Bloody B120N (Multimedia, Gaming, Black, USB)","1","0","0","0","Unknown","$0.00","$24.17","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Клавиатура A4Tech Bloody B150N (Gaming, Backlight, Black, USB)","3","0","0","0","Unknown","$0.00","$27.34","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Клавиатура CrownMicro CMGK-404, RGB, Gaming (USB)","2","0","0","0","""CrownMicro""","$10.32","$13.04","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Клавиатура CrownMicro CMGK-902, Gaming (USB)","2","0","1","0","Unknown","$0.00","$47.96","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Клавиатура CrownMicro CMK-157T (USB)","2","0","0","0","Unknown","$0.00","$3.57","$0.00","0.0%","∞","11.8","NO","30d","4 weeks (1x)"
"Клавиатура CrownMicro CMK-F02B (USB)","92","0","10","0","""CrownMicro""","$2.78","$3.67","$0.00","0.0%","∞","24","NO","30d","4 weeks (1x)"
"Клавиатура Fury NFU-1697 SkyRaider, Backlight, Gaming (USB, US Layout)","12","0","0","0","Unknown","$0.00","$14.11","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Клавиатура Genesis NKG-1419 LITH 400 RGB X-SCISSOR SLIM, Backlight, Gaming (USB)","4","0","0","0","""Impakt""","$28.13","$43.31","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Клавиатура Genesis NKG-1727 RHOD 350 RGB, Backlight, Gaming (USB, US Layout)","5","0","0","0","Unknown","$0.00","$18.69","$0.00","0.0%","∞","7.9","NO","30d","4 weeks (1x)"
"Клавиатура Genesis NKG-1877 THOR 303 RGB, Backlight, Mechanical, Gaming (USB, US Layout)","1","0","1","0","Unknown","$0.00","$45.26","$0.00","0.0%","∞","8.9","NO","30d","4 weeks (1x)"
"Клавиатура Genesis NKG-2081 THOR 230 TKL RGB, Backlight, Mechanical, Gaming (USB, US Layout)","2","0","0","0","Unknown","$0.00","$35.27","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Клавиатура Genius SlimStar 126 (USB, White)","7","0","0","0","""DG Comp""","$7.97","$8.01","$0.00","0.0%","∞","9.3","NO","30d","4 weeks (1x)"
"Клавиатура Logitech K120, (USB, Black)","90","200","70","0","Unknown","$0.00","$8.99","$0.00","0.0%","∞","24","NO","30d","4 weeks (1x)"
"Клавиатура Logitech K280E, (USB, Black)","3","0","7","4","""X-ART""","$21.79","$21.79","$35.92","41.2%","13","50","HIGH","30d","4 weeks (1x)"
"Клавиатура MSI VIGOR GK20 (Gaming, Black, USB)","2","0","0","0","Unknown","$0.00","$27.04","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Клавиатура Oklick 305M (White, Multimedia, USB)","17","0","0","0","Unknown","$0.00","$5.73","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Клавиатура Oklick 550ML (White, Slim, Multimedia LED, USB)","10","0","0","0","""Merlion""","$8.91","$12.95","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Клавиатура Razer Ornata V3 X (Gaming, Black, USB)","2","0","0","0","""Merlion""","$44.46","$53.42","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Клавиатура SVEN KB-G8800 (Gaming, RGB)","2","0","0","0","""SVEN"" (OOO Regard)","$13.21","$16.89","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Клавиатура SVEN KB-G9300 (Gaming, RGB, 20xFn keys)","9","0","0","0","""SVEN"" (OOO Regard)","$15.62","$19.99","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Клавиатура SVEN KB-G9400 (Gaming, RGB)","9","0","0","0","""SVEN"" (OOO Regard)","$11.79","$15.09","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Клавиатура SVEN KB-G9700 Gaming (Mechanical, Red switches, USB, Black)","4","0","0","0","""SVEN"" (OOO Regard)","$29.94","$38.30","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Клавиатура SVEN KB-S300 (USB, White)","19","0","0","0","""SVEN"" (OOO Regard)","$3.53","$4.52","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Клавиатура SVEN Standard 301 (USB, Black)","168","100","28","0","""SVEN"" (OOO Regard)","$3.11","$4.20","$0.00","0.0%","∞","24","NO","30d","4 weeks (1x)"
"Клавиатура беспроводная A4Tech Fstyler FBK25 Slim (2.4GHz/Bluetooth, Multimedia, Black, USB)","1","0","1","0","""Merlion""","$25.30","$36.32","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Клавиатура беспроводная Genesis NKG-1844 THOR 660 RGB, Backlight, Mechanical, Gaming (USB, US Layout)","5","0","0","0","Unknown","$0.00","$58.78","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Клавиатура беспроводная Logitech K380 Multi-Device (Bluetooth, US/RU Layout, Dark Grey)","1","0","0","0","Unknown","$0.00","$40.51","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Клавиатура беспроводная Logitech K580 Multi-Device (2.4GHz/Bluetooth, USB, Graphite, US/Arabic Layout)","16","0","0","0","""X-ART""","$52.05","$45.86","$0.00","0.0%","∞","8.3","NO","30d","4 weeks (1x)"
"Клавиатура беспроводная Logitech K780 Multi-Device (2.4GHz/Bluetooth, USB, Dark Grey/Speckled White, US/RU Layout)","15","0","0","0","Unknown","$0.00","$75.17","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Клавиатура беспроводная Oklick 880S (USB)","1","0","0","0","Unknown","$0.00","$7.48","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Клавиатура беспроводная Oklick K225W (White, Multimedia, USB)","16","0","0","0","Unknown","$0.00","$6.74","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Клавиатура беспроводная SVEN KB-C2300W (Black)","2","0","0","0","""SVEN"" (OOO Regard)","$4.84","$6.19","$0.00","0.0%","∞","9.3","NO","30d","4 weeks (1x)"
"Клавиатура беспроводная Ugreen Ultra Slim 15956 (2.4GHz, Silver/Black, USB)","2","0","0","0","""X-ART""","$28.59","$28.59","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Клавиатура+Мышь Ugreen 90561 (Black, USB)","2","0","1","0","""X-ART""","$7.59","$7.59","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Клавиатура+мышь беспроводные A4Tech Fstyler FG1010 (Multimedia, White, USB)","2","0","0","0","""Merlion""","$21.57","$30.97","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Клавиатура+Мышь беспроводные Genius Smart KM-8101 (USB, black)","11","0","2","0","Unknown","$0.00","$17.03","$0.00","0.0%","∞","10","NO","30d","4 weeks (1x)"
"Клавиатура+Мышь беспроводные Logitech MK270 (US Layout, USB)","32","0","21","0","""TLM INTERNATIONAL FZE"" DUBAI","$14.10","$19.05","$0.00","45.8%","∞","30","NO","30d","4 weeks (1x)"
"Клавиатура+Мышь беспроводные Logitech MK650 Signature (US-Layout, Bluetooth, Graphite, USB)","3","0","0","0","""TECHTRADE CIS FZCO""","$51.00","$64.54","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Клавиатура+Мышь+Коврик SVEN GS-9200 Gaming (2400DPI, Black, USB)","7","0","0","0","""SVEN"" (OOO Regard)","$10.82","$14.29","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Клавиатура+Мышь+Наушники+Коврик Fury NFU-1676 (Thunderstreak 2.0, RGB, Black, USB)","25","0","1","0","Unknown","$0.00","$15.90","$0.00","0.0%","∞","10","NO","30d","4 weeks (1x)"
"Коврик для мыши CrownMicro CMGMP-01 (350x250x4, RGB, USB)","19","0","0","0","Unknown","$0.00","$13.03","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Мышь Logitech B100 (USB, Black)","0","400","5","0","""X-ART""","$5.38","$0.00","$0.00","0.0%","∞","19.8","NO","30d","4 weeks (1x)"
"Наушники с микрофоном Logitech H340 (USB, Black)","0","250","0","0","""TLM INTERNATIONAL FZE"" DUBAI","$14.20","$0.00","$0.00","0.0%","∞","24","NO","30d","4 weeks (1x)"
"Презентационный пульт Logitech R400 (Black)","0","10","0","0","""Kosatec""","$17.08","$0.00","$0.00","0.0%","∞","8.3","NO","30d","4 weeks (1x)"
"Джойстик Logitech Gamepad F310 (PC, USB, Black/Blue)","0","10","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Колонки Logitech 2.0 Z150 (Black, USB)","0","10","5","0","""Kosatec""","$21.25","$0.00","$0.00","0.0%","∞","10","NO","30d","4 weeks (1x)"
"Мышь беспроводная Logitech M171 (USB, Black)","0","300","8","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","24","NO","30d","4 weeks (1x)"
"Мышь SVEN RX-30 (USB, Black)","0","500","0","0","""SVEN"" (OOO Regard)","$1.13","$0.00","$0.00","0.0%","∞","24","NO","30d","4 weeks (1x)"
"Клавиатура+Мышь SVEN GS-9100 Gaming (12xFn keys, 1600DPI, RGB, Black, USB)","0","10","0","0","""SVEN"" (OOO Regard)","$8.77","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Жесткий диск внешний 16TB WD My Book WDBBGB0160HBK (3.5"", USB 3.0, Black)","0","1","0","0","""Tier Distribution""","$288.15","$0.00","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Кулер система жидкостного охлаждения Arctic Liquid Freezer III Pro 360 A-RGB Black (Universal socket INTEL, PWM)","0","20","5","0","""Kosatec""","$85.00","$0.00","$0.00","0.0%","∞","15.3","NO","30d","4 weeks (1x)"
"Модуль памяти SODIMM 16GB DDR4 CRUCIAL CT16G4SFRA32A (3200MHz)","0","0","0","0","""Kosatec""","$21.42","$0.00","$0.00","0.0%","∞","12.8","NO","30d","4 weeks (1x)"
"Кулер система жидкостного охлаждения Arctic Liquid Freezer III Pro 420 A-RGB Black (Universal socket INTEL, PWM)","0","10","5","0","""Kosatec""","$89.51","$0.00","$0.00","0.0%","∞","8.3","NO","30d","4 weeks (1x)"
"Мат. плата Gigabyte B550M DS3H (S-AM4, B550, DVI, HDMI, DP, 3xPCI-E, 4xDDR4, 2xM.2, SATAIII RAID, PCI, SATA3, GbLAN)","0","5","0","0","""Kosatec""","$80.77","$0.00","$0.00","0.0%","∞","8.3","NO","30d","4 weeks (1x)"
"Мат. плата Gigabyte B760M DS3H DDR4 (S-1700, B760, VGA, HDMI, 2xDP, 3xPCI-E, 4DDR4, 2xM.2, SATA3, GbLAN)","0","3","2","0","""IT Trading""","$113.52","$0.00","$0.00","0.0%","∞","8.3","NO","30d","4 weeks (1x)"
"Мышь Razer DeathAdder Essential (Gaming, USB, Black)","0","10","0","0","""Kosatec""","$17.03","$0.00","$0.00","0.0%","∞","7.9","NO","30d","4 weeks (1x)"
"Наушники с микрофоном Logitech G432, 7.1 Gaming (USB, Leatherette)","0","10","3","0","""TECHTRADE CIS FZCO""","$45.00","$0.00","$0.00","0.0%","∞","8.3","NO","30d","4 weeks (1x)"
"Термопаста Arctic MX-4 (45g, syringe)","0","30","11","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","12.8","NO","30d","4 weeks (1x)"
"Точка доступа/Router MikroTik RB750GR3 (10/100/1000)","0","5","0","0","""DG Comp""","$60.53","$0.00","$0.00","0.0%","∞","7.9","NO","30d","4 weeks (1x)"
"Адаптер LANBERG AD-0017-BK HDMI-A(M)->VGA(F)+AUDIO ON CABLE","0","0","12","12","""Impakt""","$2.35","$3.62","$21.12","48.6%","∞","73.7","CRITICAL","30d","4 weeks (1x)"
"Адаптер Ugreen 90813 (HDMI(M)->VGA(F)+3.5m Audio, Black)","0","0","1","1","""X-ART""","$5.50","$5.50","$2.19","39.8%","∞","64.3","HIGH","30d","4 weeks (1x)"
"Видеокарта 1GB Arktek GeForce G210 AKN210D3S1GL1 (460MHz, DDR3, 64bit, VGA/DVI-I/HDMI)","0","0","97","97","""ARKTEK""","$14.56","$19.92","$455.90","23.6%","∞","82.5","CRITICAL","30d","4 weeks (1x)"
"Док-станция HDD Natec Kangaroo Dual SATA USB 3.0","0","0","1","1","Unknown","$0.00","$37.33","$26.26","70.3%","∞","63.2","HIGH","30d","4 weeks (1x)"
"Клавиатура+Мышь Genius SlimStar C126 (Black, USB)","0","0","8","8","""DG Comp""","$10.12","$10.16","$21.15","23.1%","∞","68.3","HIGH","30d","4 weeks (1x)"
"Коммуникатор 16port 10/100/1000 TP-Link TL-SG1016D","0","0","2","2","""GRAND PCD FZE"" DUBAI","$43.50","$54.69","$33.63","20.5%","∞","70.1","CRITICAL","30d","4 weeks (1x)"
"Корпус MiniTower Cougar Uniface Mini RGB w/o black (MidiATX)","0","0","1","1","""IT Trading""","$56.56","$56.56","$6.14","10.9%","∞","59.4","HIGH","30d","4 weeks (1x)"
"Кулер ID-Cooling SE-207-XT ARGB (Universal socket INTEL/AMD, PWM, TDP up to 280w)","0","0","1","1","""IT Trading""","$45.42","$45.42","$8.68","19.1%","∞","63.4","HIGH","30d","4 weeks (1x)"
"Кулер вентилятор для корпуса CrownMicro CMCF-12025S-1200 (120x120x25, 1500rpm, 35CFM, 20Db)","0","0","2","2","Unknown","$0.00","$1.60","$1.35","28.1%","∞","61.7","HIGH","30d","4 weeks (1x)"
"Модуль памяти DIMM 8GB DDR4 PATRIOT PSD48G266681 (PC21330, 2666MHz)","0","0","60","60","""Patriot""","$34.50","$47.02","$148.20","5.3%","∞","76","CRITICAL","30d","4 weeks (1x)"
"Ноутбук Dell Inspiron 14 7440 14"" (WUXGA IPS Touch 2-in-1, Core 7 150U, 16GB DDR5, 1TB SSD, Iris Xe, Ice Blue, Windows 11)","0","0","1","1","""HAIFA Wholesale"" LLC","$749.99","$926.17","$96.91","10.5%","∞","60.7","HIGH","30d","4 weeks (1x)"
"Процессор AMD Ryzen 5 9600X (S-AM5, TRAY)","0","0","1","1","""Kosatec""","$182.78","$220.89","$13.73","6.2%","∞","57.2","HIGH","30d","4 weeks (1x)"
"Флешка USB 64GB Kingston DataTraveler Exodia M (USB 3.2, Black)","0","0","13","13","""Kosatec""","$3.54","$4.49","$18.33","31.4%","∞","71.3","CRITICAL","30d","4 weeks (1x)"
"Экран для проектора Cactus Wallscreen CS-PSW-213x213 (213x213cm, 1:1, настенный)","0","0","1","1","Unknown","$0.00","$81.73","$35.19","43.1%","∞","63.2","HIGH","30d","4 weeks (1x)"
"Процессор AMD Ryzen 9 7900 (S-AM5, BOX)","0","0","0","0","""Kosatec""","$271.91","$0.00","$0.00","0.0%","∞","8.3","NO","30d","4 weeks (1x)"
"Процессор Intel Core i7 13700KF (3.4GHz, 30Mb, 8GT/s, S1700, TRAY)","0","0","0","0","""Tier Distribution""","$268.32","$0.00","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Накопитель SSD M.2 4TB SAMSUNG MZ-V9P4T0GW 990 PRO (M.2 2280, PCI-E x 4, Reading 7450 MB/s, Writing 6900 Mb/s)","0","0","2","2","""Kosatec""","$293.60","$0.00","$0.00","0.0%","∞","58.3","HIGH","30d","4 weeks (1x)"
"Накопитель SSD M.2 500Gb SAMSUNG MZ-V8V500BW 980 (M.2 2280, PCI-E x 3, Reading 3100 MB/s, Writing 2600 Mb/s)","0","0","0","0","""Tier Distribution""","$44.08","$0.00","$0.00","0.0%","∞","14.5","NO","30d","4 weeks (1x)"
"Флешка USB 256GB Kingston DataTraveler Exodia Onyx (USB 3.2, Black)","0","0","2","2","""Kosatec""","$12.54","$0.00","$0.00","0.0%","∞","58.3","HIGH","30d","4 weeks (1x)"
"Модуль памяти DIMM 64GB DDR5 Kingston FURY Beast KF556C40BBK2-64 (2x32GB, 5600MHz)","0","0","2","2","""Kosatec""","$148.59","$0.00","$0.00","0.0%","∞","60","HIGH","30d","4 weeks (1x)"
"Флешка USB 256GB Samsung Bar Plus (USB 3.1, Titan Grey)","0","0","2","2","""Kosatec""","$23.81","$0.00","$0.00","0.0%","∞","57.9","HIGH","30d","4 weeks (1x)"
"Модуль памяти DIMM 64GB DDR5 Kingston FURY Beast Black KF560C36BBEK2-64 (2x32GB, 6000MHz)","0","0","0","0","""Kosatec""","$195.47","$0.00","$0.00","0.0%","∞","8.6","NO","30d","4 weeks (1x)"
"Кулер система жидкостного охлаждения Arctic Liquid Freezer III 360 A-RGB Black  (Universal socket INTEL, PWM)","0","0","0","0","""Kosatec""","$67.77","$0.00","$0.00","0.0%","∞","8.9","NO","30d","4 weeks (1x)"
"Кулер система жидкостного охлаждения Arctic Liquid Freezer III 420 A-RGB Black  (Universal socket INTEL, PWM)","0","0","0","0","""Ino Technology""","$118.46","$0.00","$0.00","0.0%","∞","8.3","NO","30d","4 weeks (1x)"
"Мат. плата ASUS PRIME X670-P-CSM (S-AM5, X670, HDMI/DP, 4xPCI-E, 4DDR5, 3xM.2, SATAIII RAID, GbLAN)","0","0","0","0","""Kosatec""","$194.64","$0.00","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 8GB DDR4 Kingston KVR32N22S6/8 (3200MHz, 1.2v)","0","0","0","0","""Kosatec""","$16.92","$0.00","$0.00","0.0%","∞","10.7","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 64GB DDR4 Kingston FURY Beast KF432C16BBK2/64 (2x32GB, 3200MHz)","0","0","0","0","""Kosatec""","$100.28","$0.00","$0.00","0.0%","∞","8.6","NO","30d","4 weeks (1x)"
"Накопитель SSD 2TB SAMSUNG EVO 870 MZ-77E2T0B/EU (2.5"", SATA3, TLC 3D, 560/530Mbps)","0","0","0","0","""Kosatec""","$146.93","$0.00","$0.00","0.0%","∞","14.5","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 8GB DDR4 Samsung M378A1K43EB2-CWE (3200MHz, 1.2v)","0","0","0","0","""Kosatec""","$19.30","$0.00","$0.00","0.0%","∞","7.9","NO","30d","4 weeks (1x)"
"Модуль памяти SODIMM 16GB DDR4 Samsung M471A2K43EB1-CWE (3200MHz)","0","0","0","0","""Kosatec""","$28.97","$0.00","$0.00","0.0%","∞","8.6","NO","30d","4 weeks (1x)"
"Точка доступа/Router MikroTik RB941-2ND (10/100, White)","0","0","2","2","""Kosatec""","$19.56","$0.00","$0.00","0.0%","∞","57.2","HIGH","30d","4 weeks (1x)"
"Монитор LED 27"" AOC Gaming Q27G2U/BK (2K VA, 2560x1440, 155hz, 3000:1, 1ms, 2HDMI//DP/4xUSB, Black/Red)","0","0","0","0","""Kosatec""","$182.61","$0.00","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Монитор LED 24"" Dell P2423D (2K, 2560x1440, IPS, 8ms, 16:9, HDMI/DP/USB, Black/Silver)","0","0","0","0","""Kosatec""","$192.13","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Монитор LED 27"" Dell P2723D (2K IPS, 2560x1080, 8ms, HDMI/DP/4xUSB, Black)","0","0","0","0","""Kosatec""","$210.84","$0.00","$0.00","0.0%","∞","8.3","NO","30d","4 weeks (1x)"
"Блок питания 850W Thermaltake Toughpower GX3 System Pack Gold (ATX, Bulk)","0","0","0","0","""Kosatec""","$78.92","$0.00","$0.00","0.0%","∞","8.3","NO","30d","4 weeks (1x)"
"Блок питания 1200W Thermaltake Toughpower GF A3 80+ Gold (ATX)","0","0","0","0","""Kosatec""","$132.90","$0.00","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Мат. плата Gigabyte B760M Gaming X (S-1700, B760, HDMI, DP, 3xPCI-E, 4DDR4, 3xM.2, SATAIII RAID, SATA3, GbLAN)","0","0","0","0","""Kosatec""","$102.07","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Мат. плата MSI PRO B760M-P (S-1700, B760, VGA, HDMI, DP, 3xPCI-E, 4DDR5, 2xM.2, SATA3, GbLAN)","0","0","0","0","""Kosatec""","$100.27","$0.00","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Колонки Logitech Z533 (2.1, Black)","0","0","0","0","""Kosatec""","$84.58","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Мат. плата Gigabyte B550 GAMING X V2 (S-AM4, B550, DVI, HDMI, 3xPCI-E, 4DDR4, 2xM.2, SATAIII RAID, PCI, SATA3, GbLAN)","0","0","5","5","""Kosatec""","$89.51","$0.00","$0.00","0.0%","∞","59.3","HIGH","30d","4 weeks (1x)"
"Монитор LED 27"" Samsung S27B610EQU (2K, IPS, 2560x1440, 5ms, 2xHDMI/DP, Vesa, Pivot, Black)","0","0","0","0","""Kosatec""","$181.38","$0.00","$0.00","0.0%","∞","7.9","NO","30d","4 weeks (1x)"
"Мат. плата Gigabyte B760M DS3H (S-1700, B760, VGA, HDMI, 2xDP, 3xPCI-E, 4DDR5, 2xM.2, SATA3, GbLAN)","0","0","0","0","""Kosatec""","$104.97","$0.00","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Мат. плата AsRock Z790 Phantom Gaming Lightning (S-1700, Z790, HDMI, 5xPCI-E, 4DDR5, 4xM2, SATA3, GbLAN)","0","0","0","0","""Tier Distribution""","$138.68","$0.00","$0.00","0.0%","∞","8.3","NO","30d","4 weeks (1x)"
"Монитор LED 32"" LG 32GN600-B (2K, VA LED, 2560x1440, 165Hz, 3000:1, 1ms, DP/2xHDMI)","0","0","0","0","""Kosatec""","$195.94","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Ноутбук HP Victus Gaming 15.6"" (IPS FHD, 144Hz, Ryzen 5 8645HS, 8GB DDR5, 512GB SSD, 6GB RTX4050, Silver, Windows 11)","0","0","0","0","""HAIFA Wholesale"" LLC","$605.00","$0.00","$0.00","0.0%","∞","10","NO","30d","4 weeks (1x)"
"Видеокарта 16GB Zotac GeForce RTX4070Ti SUPER SOLID (21000MHz, GDDR6X, 256bit, HDMI/3xDP)","0","0","0","0","""Zotac""","$710.00","$0.00","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Видеокарта 12GB Zotac GeForce RTX4070 Twin Edge (21000MHz, GDDR6X, 192bit, HDMI/3xDP)","0","0","0","0","""Zotac""","$478.00","$0.00","$0.00","0.0%","∞","7.9","NO","30d","4 weeks (1x)"
"Видеокарта 8GB Zotac GeForce RTX4060 Twin Edge (17000MHz, GDDR6, 128bit, HDMI/3xDP)","0","0","0","0","""Zotac""","$260.00","$0.00","$0.00","0.0%","∞","19.1","NO","30d","4 weeks (1x)"
