Supplier,Source,Brand,Category,Model,Product Name,Price,Currency,Stock,MOQ,Warranty,Notes,Date Added
Proks SIA,Price List,,General,SDSQUAB-128G-GN6MA,Sandisk 128GB Ultra microSDXC 140Mb/s,20.1,USD,200,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,SDSQXAA-128G-GN6MA,Sandisk 128GB Extreme microSDXC,24.2,USD,60,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,SDSQXAV-256G-GN6MA,Sandisk 256GB Extreme microSDXC,37.5,USD,50,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,SDSQXCD-128G-GN6MA,Sandisk 128GB Extreme PRO microSDXC,26.0,USD,3,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,PN,USB Flash Drive (UFD),0.0,USD,0,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,MUF-128BE3/APC,Samsung Bar Plus 128GB USB 3.2 Silver (Type-A),27.3,USD,100,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,MUF-512BE3/APC,Samsung Bar Plus 512GB USB 3.2 Silver (Type-A),64.2,USD,12,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,MUF-64BE4/APC,Samsung Bar Plus 64GB USB 3.2 Grey (Type-A),18.9,USD,100,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,MUF-128BE4/APC,Samsung Bar Plus 128GB USB 3.2 Grey (Type-A),28.9,USD,100,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,MUF-128AB/APC,Samsung Fit Plus 128GB USB 3.2 (Type-A),21.8,USD,58,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,MUF-256AB/APC,Samsung Fit Plus 256GB USB 3.2 (Type-A),43.9,USD,11,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,MUF-64DA/APC,Samsung Type-C 64GB USB 3.2 (Type-C),17.7,USD,70,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,MUF-128DA/APC,Samsung Type-C 128GB USB 3.2 (Type-C),25.7,USD,22,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,MUF-256DA/APC,Samsung Type-C 256GB USB 3.2 (Type-C),43.9,USD,40,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,SDCZ430-128G-G46,Sandisk Ultra Fit USB 3.2 Flash Drive - 128GB,16.5,USD,88,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,SDCZ430-256G-G46,Sandisk Ultra Fit USB 3.2 Flash Drive - 256GB,33.1,USD,17,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,PN,RAM (DIMM/SODIMM),0.0,USD,0,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,CT16G4SFRA32A,16GB DDR4-3200 SODIMM CL22 (8Gbit/16Gbit),122.8,USD,14,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,CT16G48C40S5,16GB DDR5-4800 SODIMM CL40,183.0,USD,50,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,CT32G48C40S5,32GB DDR5-4800 SODIMM CL40,271.5,USD,50,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,CT16G56C46S5,16GB DDR5-5600 SODIMM CL46,180.6,USD,50,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,CT32G56C46S5,32GB DDR5-5600 SODIMM CL46,312.8,USD,50,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,CT48G56C46S5,48GB DDR5-5600 SODIMM CL42,506.4,USD,40,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,CT64G56C46S5,64GB DDR5-5600 SODIMM CL42,718.9,USD,24,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,CT8G4DFRA32A,8GB DDR4-3200 UDIMM CL22 (8Gbit/16Gbit),60.2,USD,50,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,CT2K16G56C46S5,Crucial 32GB Kit (16GBx2) DDR5-5600 SODIMM,377.8,USD,29,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,CT32G4DFD832A,32GB DDR4-3200 UDIMM CL22 (16Gbit),224.3,USD,50,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,CP2K16G4DFRA32A,32GB Pro Kit (2x16GB) DDR4-3200 UDIMM CL22,231.4,USD,50,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,CT16G48C40U5,16GB DDR5-4800 UDIMM CL40,199.5,USD,50,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,CT32G48C40U5,32GB DDR5-4800 UDIMM CL40,338.8,USD,50,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,CT16G56C46U5,16GB DDR5-5600 UDIMM CL46,197.1,USD,50,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,CT32G56C46U5,32GB DDR5-5600 UDIMM CL42,336.4,USD,50,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,CP16G56C46U5,16GB Pro DDR5-5600 UDIMM CL46 (16Gbit),221.9,USD,50,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,KVR32S22S8/16,16GB DDR4-3200 SODIMM CL22 (1Rx8),134.6,USD,50,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,KCP556SD8-32,32GB DDR5-5600MT/s SODIMM CL46 (1Rx8),397.8,USD,38,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,KCP556SS8-16,16GB DDR5-5600MT/s SODIMM CL46 (1Rx8),219.6,USD,20,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,KVR32N22S8/16,16GB DDR4-3200 DIMM CL22 (1Rx8),0.0,USD,49,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,PN,AMD CPU,0.0,USD,0,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,100-100000719WOF,AMD RYZEN 9 9950X3D WOF,659.9,USD,18,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,100-100000589WOF,AMD Ryzen 9 7900X WOF,297.5,USD,35,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,100-100001973WOF,AMD Ryzen 7 9850X3D WOF,478.1,USD,80,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,100-100001084WOF,AMD Ryzen 7 9800X3D WOF,428.5,USD,107,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,100-100001590BOX,AMD Ryzen 7 8700F AM5 BOX,216.0,USD,39,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,100-100000910WOF,AMD Ryzen 7 7800X3D WOF,344.7,USD,25,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,100-100000591WOF,AMD Ryzen 7 7700X WOF,219.6,USD,10,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,100-100000592BOX,AMD Ryzen 7 7700 BOX,258.5,USD,2,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,100-100001904WOF,AMD Ryzen 7 7500X3D WOF,196.0,USD,50,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,100-100000063WOF,AMD Ryzen 7 5800X BOX,179.4,USD,156,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,100-100000263BOX,AMD Ryzen 7 5700G BOX,172.4,USD,173,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,100-100001405WOF,AMD Ryzen 5 9600X BOX,181.8,USD,132,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,100-100001237BOX,AMD Ryzen 5 8600G BOX,157.0,USD,81,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,100-100000931BOX,AMD Ryzen 5 8500G BOX,120.4,USD,254,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,100-100001488BOX,AMD Ryzen 5 5600GT BOX,131.0,USD,100,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,100-100000252BOX,AMD Ryzen 5 5600G BOX,151.1,USD,459,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,100-100000065BOX,AMD Ryzen 5 5600X BOX,136.9,USD,315,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,100-100000927BOX,AMD Ryzen 5 5600 BOX,112.1,USD,408,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,100-100000457BOX,AMD Ryzen 5 5500 BOX,76.7,USD,353,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,100-000001084,AMD Ryzen 7 9800X3D TRAY,400.2,USD,37,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,100-000000910,AMD Ryzen 7 7800X3D TRAY,276.2,USD,260,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,100-000000591,AMD Ryzen 7 7700X TRAY,200.7,USD,69,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,100-000000592,AMD Ryzen 7 7700 TRAY,165.3,USD,456,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,100-000000926,AMD Ryzen 7 5700X TRAY,131.0,USD,100,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,100-000001405,AMD Ryzen 5 9600X TRAY,173.5,USD,134,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,100-000000927,AMD Ryzen 5 5600 TRAY,99.2,USD,171,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,100-000000457,AMD Ryzen 5 5500 TRAY,67.3,USD,47,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,100-000001591,AMD Ryzen 5 8400F Tray,96.8,USD,157,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,PN,INTEL CPU BOX,0.0,USD,0,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,BX80768285K,Intel Core Ultra 9 285K,524.1,USD,31,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,BX80768265K,Intel Core Ultra 7 265K,281.0,USD,69,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,BX80768245K,Intel Core Ultra 5 245K,188.9,USD,7,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,BX80768245KF,Intel Core Ultra 5 245KF,171.2,USD,19,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,BX8071514600K,"Intel Core i5-14600K 5.3 GHz Turbo, LGA1700",237.3,USD,40,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,BX8071514400,Intel Core i5-14400 10 Cores 4.7GHz LGA1700,229.0,USD,196,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,BX8071514400F,Intel Core i5-14400F 10 Cores 4.7GHz LGA1700,171.2,USD,53,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,BX8071514100,Intel Core i3-14100 4 Cores 4.7GHz LGA1700,159.4,USD,284,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,BX8071514100F,Intel Core i3-14100F 4 Cores 4.7GHz LGA1700,87.9,USD,26,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,BX8071512400F,"Intel Core i5 12400F 4.4GHz Turbo, LGA1700 , BOX (no VGA)",131.0,USD,110,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,BX8071512400,"Intel Core i5 12400 4.4GHz Turbo, LGA1700 , BOX",181.8,USD,248,NO,,Price DAP EU,02/03/2026
Proks SIA,Price List,,General,CM8071505093011,Intel Core i5-14400F 10 Cores 4.7GHz LGA1700 TRAY,140.5,USD,267,NO,,Price DAP EU,02/03/2026
Summit Sincerity Global LTD,Offer,,,,9950X3D    $586,,,,,,Source: manual,27/02/2026
Summit Sincerity Global LTD,Offer,,,,9950X        $394,,,,,,Source: manual,27/02/2026
Summit Sincerity Global LTD,Offer,,,,9900X        $334,,,,,,Source: manual,27/02/2026
Summit Sincerity Global LTD,Offer,,,,9800X3D   $379,,,,,,Source: manual,27/02/2026
Summit Sincerity Global LTD,Offer,,,,9700X      $221,,,,,,Source: manual,27/02/2026
Summit Sincerity Global LTD,Offer,,,,9600X      $161,,,,,,Source: manual,27/02/2026
Summit Sincerity Global LTD,Offer,,,,8700G     $233,,,,,,Source: manual,27/02/2026
Summit Sincerity Global LTD,Offer,,,,8700F      $133,,,,,,Source: manual,27/02/2026
Summit Sincerity Global LTD,Offer,,,,8600G      $168,,,,,,Source: manual,27/02/2026
Summit Sincerity Global LTD,Offer,,,,8500G      $128,,,,,,Source: manual,27/02/2026
Summit Sincerity Global LTD,Offer,,,,8400F       $88,,,,,,Source: manual,27/02/2026
Summit Sincerity Global LTD,Offer,,,,7800X3D  $269,,,,,,Source: manual,27/02/2026
Summit Sincerity Global LTD,Offer,,,,7700       $174,,,,,,Source: manual,27/02/2026
Summit Sincerity Global LTD,Offer,,,,7500F     $110.5,,,,,,Source: manual,27/02/2026
Summit Sincerity Global LTD,Offer,,,,5700G    $153,,,,,,Source: manual,27/02/2026
Summit Sincerity Global LTD,Offer,,,,5700X    $125,,,,,,Source: manual,27/02/2026
Summit Sincerity Global LTD,Offer,,,,5600GT  $116,,,,,,Source: manual,27/02/2026
Summit Sincerity Global LTD,Offer,,,,5600X    $118,,,,,,Source: manual,27/02/2026
Summit Sincerity Global LTD,Offer,,,,5600      $94,,,,,,Source: manual,27/02/2026
Summit Sincerity Global LTD,Offer,,,,5500      $69,,,,,,Source: manual,27/02/2026
Summit Sincerity Global LTD,Offer,,,,3500X    $46,,,,,,Source: manual,27/02/2026
Summit Sincerity Global LTD,Offer,,,,3400G   $58,,,,,,Source: manual,27/02/2026
Summit Sincerity Global LTD,Offer,,,,3200G   $43,,,,,,Source: manual,27/02/2026
Summit Sincerity Global LTD,Offer,,,,3000G   $31,,,,,,Source: manual,27/02/2026
Summit Sincerity Global LTD,Offer,,,,300GE   $34,,,,,,Source: manual,27/02/2026
Summit Sincerity Global LTD,Offer,,,,14600K    tray  $216.5,,,,,,Source: manual,25/02/2026
Summit Sincerity Global LTD,Offer,,,,14600KF  tray  $205,,,,,,Source: manual,25/02/2026
Summit Sincerity Global LTD,Offer,,,,14400 tray    $192,,,,,,Source: manual,25/02/2026
Summit Sincerity Global LTD,Offer,,,,12400 tray    $146.5,,,,,,Source: manual,25/02/2026
Summit Sincerity Global LTD,Offer,,,,12400F tray  $106,,,,,,Source: manual,25/02/2026
Summit Sincerity Global LTD,Offer,,,,12100 tray   $98.5,,,,,,Source: manual,25/02/2026
Summit Sincerity Global LTD,Offer,,,,10400 tray   $109,,,,,,Source: manual,25/02/2026
Summit Sincerity Global LTD,Offer,,,,10105 tray   $79,,,,,,Source: manual,25/02/2026
Summit Sincerity Global LTD,Offer,,,,G6405 tray   $37.5 Booking Friday,,,,,,Source: manual,25/02/2026
Summit Sincerity Global LTD,Offer,,,,G5905 Tray  $24.5,,,,,,Source: manual,25/02/2026
Summit Sincerity Global LTD,Offer,,,,Kioxi TF offer 32GB LMEX1LO32GG2 $8 64GB LMEX1L064GG2 $10.5 128GB LMEX2L128GG2 $22.5 Retailer box with adpter,,,,,,Source: manual,24/02/2026
Summit Sincerity Global LTD,Offer,,,,MZ-VAP8T0CW  9100 PRO 8TB PCIe 5.0 x4 NVMe M.2 2280 w/ Heatsink   $980,,,,,,Source: manual,24/02/2026
Summit Sincerity Global LTD,Offer,,,,MZ-VAP4T0CW  9100 PRO 4TB PCIe 5.0 x4 NVMe M.2 2280 w/ Heatsink   $673,,,,,,Source: manual,24/02/2026
Summit Sincerity Global LTD,Offer,,,,MZ-VAP2T0CW  9100 PRO 2TB PCIe 5.0 x4 NVMe M.2 2280 w/ Heatsink   $372,,,,,,Source: manual,24/02/2026
Summit Sincerity Global LTD,Offer,,,,MZ-VAP8T0BW  9100 PRO 8TB NVMe M.2 2280 PCIe   $1341,,,,,,Source: manual,24/02/2026
Summit Sincerity Global LTD,Offer,,,,MZ-VAP4T0BW  9100 PRO 4TB NVMe M.2 2280 PCIe   $673,,,,,,Source: manual,24/02/2026
Summit Sincerity Global LTD,Offer,,,,MZ-VAP2T0BW  9100 PRO 2TB NVMe M.2 2280 PCIe   $382,,,,,,Source: manual,24/02/2026
Summit Sincerity Global LTD,Offer,,,,MZ-VAP1T0BW  9100 PRO 1TB NVMe M.2 2280 PCIe   $228,,,,,,Source: manual,24/02/2026
Summit Sincerity Global LTD,Offer,,,,MZ-V9S2T0BW  990 EVO Plus 2TB PCIe 4.0 NVMe M.2   $321,,,,,,Source: manual,24/02/2026
Summit Sincerity Global LTD,Offer,,,,MZ-V9S1T0BW  990 EVO Plus 1TB PCIe 4.0 NVMe M.2   $207,,,,,,Source: manual,24/02/2026
Summit Sincerity Global LTD,Offer,,,,MZ-V9P4T0CW  990 PRO 4TB PCIe 4.0 NVMe M.2  w/ Heatsink   $599,,,,,,Source: manual,24/02/2026
Summit Sincerity Global LTD,Offer,,,,MZ-V9P2T0CW  990 PRO 2TB PCIe 4.0 NVMe M.2  w/ Heatsink   $357,,,,,,Source: manual,24/02/2026
Summit Sincerity Global LTD,Offer,,,,MZ-V9P1T0CW  990 PRO 1TB PCIe 4.0 NVMe M.2  w/ Heatsink   $223,,,,,,Source: manual,24/02/2026
Summit Sincerity Global LTD,Offer,,,,MZ-V9P4T0BW  990 PRO 4TB PCIe 4.0 NVMe M.2   $589,,,,,,Source: manual,24/02/2026
Summit Sincerity Global LTD,Offer,,,,MZ-V9P2T0BW  990 PRO 2TB PCIe 4.0 NVMe M.2   $357,,,,,,Source: manual,24/02/2026
Summit Sincerity Global LTD,Offer,,,,MZ-V9P1T0BW  990 PRO 1TB PCIe 4.0 NVMe M.2   $217,,,,,,Source: manual,24/02/2026
Summit Sincerity Global LTD,Offer,,,,"MZ-77E4T0BW   870 EVO 4TB 2.5"" SATAIII    $650",,,,,,Source: manual,24/02/2026
Summit Sincerity Global LTD,Offer,,,,"MZ-77E2T0BW   870 EVO 2TB 2.5"" SATAIII    $413",,,,,,Source: manual,24/02/2026
Summit Sincerity Global LTD,Offer,,,,"MZ-77E1T0BW   870 EVO 1TB 2.5"" SATAIII    $248",,,,,,Source: manual,24/02/2026
Summit Sincerity Global LTD,Offer,,,,"MZ-77E500BW   870 EVO 500GB 2.5"" SATAIII   $192",,,,,,Source: manual,24/02/2026
