Supplier,Category,Brand,Model,Name,Price,Currency,Stock,MOQ,Notes
COMPLANET,NOTEBOOKS,Lenovo,,"LEGION 5 Ryzen 7 260 16GB DDR 5 512GB RTX 5060 8GB 15.1""QHD+ 165HZ OLED WIND 11 Backlit US Key BLACK",0,USD,1,NO,"No price listed, 1300, 12 месяц"
COMPLANET,NOTEBOOKS,Lenovo,,"LEGION PRO 5 ULTRA 9 275HX 32GB DDR 5 1TB RTX 5070 TI 12GB 16""QHD+ 165HZ OLED WIND 11 Backlit US Key BLACK",0,USD,1,NO,"No price listed, 2000, 12 месяц"
COMPLANET,NOTEBOOKS,Lenovo,,"LEGION 7 ULTRA 9 275HX 32GB DDR 5 1TB RTX 5070 8GB 16""QHD+ 165HZ OLED WIND 11 Backlit US Key BLACK",0,USD,1,NO,"No price listed, 1900, 12 месяц"
COMPLANET,NOTEBOOKS,ASUS,,"FX607VJ-RL009 CORE 5 210H 16GB DDR 5 512GB RTX 3050 6GB 16"" WUXGA Backlit US Key BLACK",950,USD,1,NO,"930, 12 месяц"
COMPLANET,NOTEBOOKS,ASUS,,"FX607VU-I5165W CORE 5 210H 16GB DDR 5 512GB RTX 4050 6GB 16"" WUXGA WIND 11 Backlit US Key BLACK",1050,USD,1,NO,"1030, 12 месяц"
COMPLANET,NOTEBOOKS,ASUS,,"FA607N R7 7445HS 16GB DDR 5 512GB RTX 4050 6GB 16"" WUXGA WIND 11 Backlit US Key BLACK",0,USD,1,NO,"No price listed, 950, 12 месяц"
COMPLANET,NOTEBOOKS,ASUS,,"ROG STIX G615 I7 14650HX 16GB DDR 5 1TB RTX 5060 8GB 16""FHD+ 165HZ WIND 11 Backlit US Key BLACK",0,USD,1,NO,"No price listed, 1480, 12 месяц"
COMPLANET,NOTEBOOKS,ASUS,,"ROG STIX G614F RYZEN 9 9955HX 16GB DDR 5 1TB RTX 5060 8GB 16""FHD+ 165HZ WIND 11 Backlit US Key BLACK",0,USD,1,NO,"No price listed, 1800, 12 месяц"
COMPLANET,NOTEBOOKS,ASUS,,"ROG STIX G615 I9 14900HX 32GB DDR 5 1TB RTX 5070 GB 16""FHD+ 165HZ WIND 11 Backlit US Key BLACK",0,USD,1,NO,"No price listed, 1900, 12 месяц"
COMPLANET,NOTEBOOKS,ASUS,,"ROG STIX G615 ULTRA 9 275HX 32GB DDR 5 1TB RTX 5070TI 12GB 16""QHD+ 240HZ WIND 11 Backlit US Key BLACK",0,USD,1,NO,"No price listed, 2300, 12 месяц"
COMPLANET,NOTEBOOKS,ASUS,,"ROG STRIX G18 Ultra 9 275HX 32GB DDR 5 2TB RTX 5070 8GB 18""QHD+ 240HZ WIND 11 PRO Backlit US Key BLACK",0,USD,1,NO,"No price listed, 2520, 12 месяц"
COMPLANET,NOTEBOOKS,ASUS,,"ROG STIX SCAR 16 ULTRA 9 275HX 32GB DDR 5 2TB RTX 5080 16GB 16""QHD+ 240HZ WIND 11 PRO Backlit US Key BLACK",0,USD,1,NO,"No price listed, 3300, 12 месяц"
COMPLANET,NOTEBOOKS,ASUS,,"ROG STRIX SCAR 18 Ultra 9 275HX 32GB DDR 5 2TB RTX 5090 24GB 18""QHD+ 240HZ WIND 11 PRO Backlit US Key BLACK",0,USD,1,NO,"No price listed, 5200, 12 месяц"
COMPLANET,NOTEBOOKS,DELL,,"ALIENWARE 16 ULTRA 9 275HX 32GB DDR 5 2TB RTX 5060 8GB 16.3""QHD+ 240HZ WIN 11 Backlit US Key GRAY",0,USD,1,NO,"No price listed, 1760, 12 месяц"
COMPLANET,NOTEBOOKS,DELL,,"ALIENWARE 16 ULTRA 9 275HX 32GB DDR 5 2TB RTX 5070 8GB 16.3""QHD+ 240HZ WIN 11 Backlit US Key GRAY",0,USD,1,NO,"No price listed, 1900, 12 месяц"
COMPLANET,NOTEBOOKS,DELL,,"PREMIUM 16 ULTRA 9 285H 32GB DDR 5 1TB RTX 5060 8GB 16.3""FHD+ 120HZ WIN 11 Backlit US Key GRAY",0,USD,1,NO,"No price listed, 2170, 12 месяц"
COMPLANET,NOTEBOOKS,DELL,,"PREMIUM 16 ULTRA 9 285H 32GB DDR 5 1TB RTX 5060 8GB 16.3""UHD+ OLED 120HZ WIN 11 Backlit US Key GRAY",0,USD,1,NO,"No price listed, 3280, 12 месяц"
COMPLANET,NOTEBOOKS,DELL,,"PRECISION 7670 I7 12850HX 64GB DDR 5 512 GB RTX A4500 16GB 16""FHD+ WIN 11 Backlit US Key GRAY",0,USD,1,NO,"No price listed, 1900, 12 месяц"
COMPLANET,NOTEBOOKS,DELL,,"XPS 9730 I9 13900H 64GB DDR 5 4 TB RTX 4080 12GB 17""FHD WIN 11 Backlit US Key GRAY",0,USD,1,NO,"No price listed, 2900, 12 месяц"
COMPLANET,NOTEBOOKS,HP,,"Victus 15-fa2013DX I5 13420H 8GB DDR 512GB RTX 3050 6GB 15.6"" FHD IPS 144Hz WIN 11 Backlit US Key BLACK",0,USD,1,NO,"No price listed, 750, 12 месяц"
COMPLANET,NOTEBOOKS,HP,,"Victus 15-fa2787nr I7 13620H 16GB DDR 512GB RTX 5060 8GB 15.6"" FHD IPS 144Hz WIN 11 Backlit US Key BLACK",0,USD,1,NO,"No price listed, 1300, 12 месяц"
COMPLANET,NOTEBOOKS,HP,,"OMEN 16-AN0119NR ULTRA 9 285H 16GB DDR 1TB RTX 5070 8GB 16"" QHD IPS 240Hz WIN 11 Backlit US Key BLACK",0,USD,1,NO,"No price listed, 1700, 12 месяц"
COMPLANET,NOTEBOOKS,MSI,,"THIN 15 I7 12650H 16GB DDR 512GB RTX 2050 4GB 15.6"" FHD IPS 144HZ WIN 11 Backlit US Key BLACK",810,USD,1,NO,"800, 12 месяц"
COMPLANET,NOTEBOOKS,MSI,,"KATANA 15 I7 14650HX 16GB DDR 1TB RTX 5070 8GB 16,""QHD IPS 165HZ WIN 11 Backlit US Key BLACK",0,USD,1,NO,"No price listed, 1450, 12 месяц"
COMPLANET,NOTEBOOKS,MSI,,"VECTOR 16 ULTRA 7 255HX 16GB DDR 512GB RTX 5070TI 12GB 16,""QHD IPS 240HZ WIN 11 Backlit US Key BLACK",0,USD,1,NO,"No price listed, 2250, 12 месяц"
COMPLANET,NOTEBOOKS,MSI,,"VECTOR 18 R9 9955HX 32GB DDR 1TB RTX 5080 16GB 18""QHD+ IPS 240HZ WIN 11 Backlit US Key BLACK",0,USD,1,NO,"No price listed, 2700, 12 месяц"
