Supplier,Category,Brand,Model,Name,Price,Currency,Stock,MOQ,Notes
YT,LAN and Optical cable,,,"Кабель оптический подвесной , диэлектрик ОКТ-Д(0,5)П-2А1 Россия,Corning Areial ADSS",60,AMD,1,NO,
YT,LAN and Optical cable,,,"Кабель оптический подвесной ,диэлектрик ОКТ-Д(0,5)П-4А Россия,Corning Areial ADSS",70,AMD,1,NO,
YT,LAN and Optical cable,,,"Кабель оптический подвесной ,диэлектрик ОКТ-Д(1,0)П-8А1 Россия,Corning Areial ADSS",85,AMD,1,NO,
YT,LAN and Optical cable,,,"Кабель оптический подвесной ,диэлектрик ОКТ-Д(1,5)П-8А1 Россия,Corning Areial ADSS",95,AMD,1,NO,
YT,LAN and Optical cable,,,"Кабель оптический подвесной ,диэлектрик ОКТ-Д(1,5)П-8А1 Premium Россия,Corning Areial ADSS",110,AMD,1,NO,
YT,LAN and Optical cable,,,"Кабель оптический подвесной ,диэлектрик ОКТ-Д(1,5)П-16А1 Россия,Corning Areial ADSS",155,AMD,1,NO,
YT,LAN and Optical cable,,,"Кабель оптический подвесной ,диэлектрик ОКТ-Д(1,5)П-24А1 Россия,Corning Areial ADSS",180,AMD,1,NO,
YT,LAN and Optical cable,,,"Кабель оптический многомодульный,диэлектрик КСО-ВСНЗПАр 4х6Е-4KN Россия,Corning Areial ADSS",300,AMD,1,NO,
YT,LAN and Optical cable,,,"Кабель оптический многомодульный,диэлектрик КСО-ВСНЗПАр 6х8Е-4KN Россия,Corning Areial ADSS",390,AMD,1,NO,
YT,LAN and Optical cable,,,"Кабель оптический многомодульный,диэлектрик КСО-ВСНЗПАр 4х6Е-7KN Россия,Corning Areial ADSS",450,AMD,1,NO,
YT,LAN and Optical cable,,,"Кабель оптический подвесной с тросом КСО-ВСЦЗПКс 1х4Е-4 - 4КN Россия,Corning Areial Fig8",180,AMD,1,NO,
YT,LAN and Optical cable,,,"Кабель оптический подвесной с тросом КСО-ВСЦЗПКс 1х8Е-4 - 4КN Россия,Corning Areial Fig8",200,AMD,1,NO,
YT,LAN and Optical cable,,,"Кабель оптический подвесной с тросом КСО-ВСЦЗПКс-1х24Е-4 -4КN Россия,Corning Areial Fig8",250,AMD,1,NO,
YT,LAN and Optical cable,,,"Кабель оптический для внутренней прокладки ОКВр-Ар/Пнг-8А1/Пнг-0,4 Россия,Corning Indoor",170,AMD,1,NO,
YT,LAN and Optical cable,,,"Кабель оптический бронированный КСО-КСЦЗПБ-1х8Е-2,7 Россия,Corning Underground",300,AMD,1,NO,
YT,LAN and Optical cable,,,"Кабель оптический бронированный КСО-КСНЗПБ-6х8Е-7 Россия,Corning Underground",1200,AMD,1,NO,
