Supplier,Category,Brand,Model,Name,Price,Currency,Stock,MOQ,Notes
PATRIOT,Memory,Patriot,VXR548G8640CK,Viiper XTREME 5 RGB CKD 48GB 8600MT/s CL40 UDIMM KIT 4711378431339 PC5-68800 2*24GB 40-52-52-138 10 60 XMP 3.0,815.5,USD,1,NO,
PATRIOT,Memory,Patriot,VXR548G9244CK,Viiper XTREME 5 RGB CKD 48GB 9200MT/s CL44 UDIMM KIT 4711378431346 PC5-73600 2*24GB 44-56-56-147 10 60 XMP 3.0,819.5,USD,1,NO,
PATRIOT,Memory,Patriot,VX548G8640CK,Viiper XTREME 5 CKD 48GB 8600MT/s CL40 UDIMM KIT 4711378430738 PC5-68800 2*24GB 40-52-52-138 10 60 XMP 3.0,808.5,USD,1,NO,
PATRIOT,Memory,Patriot,VX548G9244CK,Viiper XTREME 5 CKD 48GB 9200MT/s CL44 UDIMM KIT 4711378430745 PC5-73600 2*24GB 44-56-56-147 10 60 XMP 3.0,812.5,USD,1,NO,
PATRIOT,Memory,Patriot,VX548G9646CK,Viiper XTREME 5 CKD 48GB 9600MT/s CL46 UDIMM KIT 4711378430752 PC5-76800 2*24GB 46-58-58-126 10 60 XMP 3.0,816.5,USD,1,NO,
PATRIOT,Memory,Patriot,PVXR532G60C30K,Viper XTREME 5 RGB 32GB 6000MT/s CL30 UDIMM KIT 4711378428926 PC5-48000 2*16GB 30-40-40-76 10 60 XMP 3.0 / EXPO,425.25,USD,1,NO,
PATRIOT,Memory,Patriot,PVXR532G64C32K,Viper XTREME 5 RGB 32GB 6400MT/s CL32 UDIMM KIT 4711378431216 PC5-51200 2*16GB 32-40-40-84 10 60 XMP 3.0,428.5,USD,1,NO,
PATRIOT,Memory,Patriot,PVXR532G76C36K,Viper XTREME 5 RGB 32GB 7600MT/s CL36 UDIMM KIT 4711378425062 PC5-60800 2*16GB 36-48-48-84 10 60 XMP 3.0,701.25,USD,1,NO,
PATRIOT,Memory,Patriot,PVXR532G80C38K,Viper XTREME 5 RGB 32GB 8000MT/s CL38 UDIMM KIT 4711378425048 PC5-64000 2*16GB 38-48-48-84 10 60 XMP 3.0,703.75,USD,1,NO,
PATRIOT,Memory,Patriot,PVXR548G76C36K,Viper XTREME 5 RGB 48GB 7600MT/s CL36 UDIMM KIT 4711378425482 PC5-60800 2*24GB 36-48-48-84 10 60 XMP 3.0,796.5,USD,1,NO,
PATRIOT,Memory,Patriot,PVXR548G80C38K,Viper XTREME 5 RGB 48GB 8000MT/s CL38 UDIMM KIT 4711378425475 PC5-64000 2*24GB 38-48-48-84 10 60 XMP 3.0,804.5,USD,1,NO,
PATRIOT,Memory,Patriot,PVX532G60C30K,Viper XTREME 5 32GB 6000MT/s CL30 UDIMM KIT 4711378428926 PC5-48000 2*16GB 30-40-40-76 10 60 XMP 3.0,417.25,USD,1,NO,
PATRIOT,Memory,Patriot,PVX532G64C32K,Viper XTREME 5 32GB 6400MT/s CL32 UDIMM KIT 4711378428940 PC5-51200 2*16GB 32-40-40-84 10 60 XMP 3.0,420.5,USD,1,NO,
PATRIOT,Memory,Patriot,PVX532G76C36K,Viper XTREME 5 32GB 7600MT/s CL36 UDIMM KIT 4711378425727 PC5-60800 2*16GB 36-48-48-84 10 60 XMP 3.0,693.25,USD,1,NO,
PATRIOT,Memory,Patriot,PVX532G82C38K,Viper XTREME 5 32GB 8200MT/s CL38 UDIMM KIT 4711378425703 PC5-65600 2*16GB 38-48-48-84 10 60 XMP 3.0,696.5,USD,1,NO,
