Supplier,Category,Brand,Model,Name,Price,Currency,Stock,MOQ,Notes
IT-PLAZA,"NB, AIO,NB Cases",,,Raspberry Pi 4 Computer Model B /RAM: 4G/,107,USD,1,NO,6 ամիս
IT-PLAZA,"NB, AIO,NB Cases",,,Raspberry Pi 4 Computer Model B /RAM: 8G/,150,USD,1,NO,6 ամիս
IT-PLAZA,"NB, AIO,NB Cases",,,Raspberry Pi 5 Computer Model B /RAM: 4G/,120,USD,1,NO,6 ամիս
IT-PLAZA,"NB, AIO,NB Cases",,,Raspberry Pi 5 Computer Model B /RAM: 8G/,156,USD,1,NO,6 ամիս
IT-PLAZA,"NB, AIO,NB Cases",,,Raspberry Pi 5 Computer Model B /RAM: 16G/,210,USD,1,NO,6 ամիս
IT-PLAZA,"NB, AIO,NB Cases",,,Raspberry Pi 5 Computer M.2 HAT+,40,USD,1,NO,
IT-PLAZA,"NB, AIO,NB Cases",,,PoE HAT for Raspberry Pi 4,75,USD,1,NO,
IT-PLAZA,"NB, AIO,NB Cases",,,Raspberry Pi 5 Computer NVMe Base Duo,67,USD,1,NO,
IT-PLAZA,"NB, AIO,NB Cases",,,Raspberry Aluminum-alloy Heat Dissipation Enclosure Case PI 4,18,USD,1,NO,
IT-PLAZA,"NB, AIO,NB Cases",,,Raspberry Aluminum-alloy Heat Dissipation Enclosure Case PI 5,18,USD,1,NO,
IT-PLAZA,"NB, AIO,NB Cases",,,HighPi Pro Case for Raspberry Pi 4,40,USD,1,NO,
IT-PLAZA,"NB, AIO,NB Cases",,,HighPi Pro Case for Raspberry Pi 5,40,USD,1,NO,
IT-PLAZA,"NB, AIO,NB Cases",,,Raspberry FKT2349 Pi5 Case Original,32,USD,1,NO,
IT-PLAZA,"NB, AIO,NB Cases",,,Raspberry FKT2336 Pi5 Active Cooler Original,17,USD,1,NO,
IT-PLAZA,"NB, AIO,NB Cases",,,"Power Over Ethernet HAT (F) For Raspberry Pi 5, Cooling Fan, 802.3af/at",80,USD,1,NO,
IT-PLAZA,"NB, AIO,NB Cases",,,"Raspberry FKT054 7"" DSI touch display (dsi connector)/(800×480)",75,USD,1,NO,
IT-PLAZA,"NB, AIO,NB Cases",,,"Raspberry FKT1500 7"" Capacitive display LCD touch(HDMI/ USB)/(1024×600)",75,USD,1,NO,
IT-PLAZA,"NB, AIO,NB Cases",,,"Raspberry FKT2337 10.1"" Portable IPS Capacitive touch Screen LCD Monitor (1280X800) (HDMI/ USB)",160,USD,1,NO,
IT-PLAZA,"NB, AIO,NB Cases",,,Raspberry PLASTIC Case Pi4,18,USD,1,NO,
IT-PLAZA,"NB, AIO,NB Cases",,,Raspberry Aluminum Case Mesh with Fan Pi4,25,USD,1,NO,
IT-PLAZA,"NB, AIO,NB Cases",,,Power Supply Adapter 5V3A /CTD-050300A/ pi 4,15,USD,1,NO,
IT-PLAZA,"NB, AIO,NB Cases",,,Power Supply Adapter original pi 5 27W/P3823,38,USD,1,NO,
IT-PLAZA,"NB, AIO,NB Cases",,,Power Supply Adapter pi 5 27W /SHCHV XS-GaN-27W,20,USD,1,NO,
IT-PLAZA,"NB, AIO,NB Cases",,,HDMI to Micro HDMI cable 1m,6,USD,1,NO,
IT-PLAZA,"NB, AIO,NB Cases",,,HDMI to Micro HDMI cable 1.5m,10,USD,1,NO,
IT-PLAZA,"NB, AIO,NB Cases",,,HDMI to Micro HDMI cable 1.8m,10,USD,1,NO,
IT-PLAZA,"NB, AIO,NB Cases",,,"Beelink S Desktop Mini Computer Intel 12th Gen N95, 8GB DDR4 RAM 256GB PCle SSD/2xHDMI/4xUSB/LAN/ win 11",260,USD,1,NO,12 ամիս
IT-PLAZA,"NB, AIO,NB Cases",,,"Beelink U59 Pro Desktop Mini Computer Intel CPU N5105, 8GB+ RAM 500GB NVMe M.2 SSD 2 *RJ45 Win 11",300,USD,1,NO,12 ամիս
IT-PLAZA,"NB, AIO,NB Cases",,,"Beelink S12Pro Desktop Mini Computer Intel 12th Gen , CPU N100, (CORE I3) 16GB RAM 500GB NVMe M.2 SSD 2xHDMI WIN 11",310,USD,1,NO,12 ամիս
