Supplier,Category,Brand,Model,Name,Price,Currency,Stock,MOQ,Notes
PROKS,General,,PN,Special offer,0.0,USD,0,NO,Price DAP Worldwide
PROKS,General,,MZ-V8V500BW,Samsung SSD 980 500GB M.2 PCIe 3.0 (NVMe) 3500/3000 MB/s,164.7,USD,60,NO,Price DAP Worldwide
PROKS,General,,CT1000BX500SSD1,"Crucial SSD BX500 2.5"" 1TB SATA Internal SSD 540MB/s",110.3,USD,150,NO,Price DAP Worldwide
PROKS,General,,CT1000P310SSD8,Crucial SSD P310 1TB PCIe Gen4 NVMe 2280 M.2 w/o HS,141.0,USD,150,NO,Price DAP Worldwide
PROKS,General,,100-000000910,AMD Ryzen 7 7800X3D TRAY,287.9,USD,480,NO,Price DAP Worldwide
PROKS,General,,100-000000592,AMD Ryzen 7 7700 TRAY,190.8,USD,500,NO,Price DAP Worldwide
PROKS,General,,ST12000NT001,"Seagate IronWolf Pro 12TB; SATA 6Gb/s; 256MB; 3.5""",405.2,USD,12,NO,Price DAP Worldwide
PROKS,General,,ST10000VE001,"Seagate SkyHawk AI 10TB; SATA 6Gb/s; 256MB; 3.5""; TR 245MB/s",325.9,USD,25,NO,Price DAP Worldwide
PROKS,General,,WD60EFPX,"WD Red Plus. 3.5"". 6TB. SATA/600. 5400RPM. 256MB cache. NAS",196.3,USD,18,NO,Price DAP Worldwide
PROKS,General,,WD11PURZ,"WD Purple. 1TB. SATA 6Gb/s 3.5"". 64MB; 180MB/s",105.8,USD,40,NO,Price DAP Worldwide
PROKS,General,,WD43PURZ,"WD Purple. 4TB. SATA 6Gb/s 3.5"". 256MB; 180MB/s",173.3,USD,40,NO,Price DAP Worldwide
PROKS,General,,WD64PURZ,"WD Purple. 6TB. SATA 6Gb/s 3.5"". 256MB; 180MB/s",191.0,USD,50,NO,Price DAP Worldwide
PROKS,General,,PN,SAMSUNG SSD,0.0,USD,0,NO,Price DAP Worldwide
PROKS,General,,MZ-77E500B/EU,Samsung SSD 870 EVO 2.5'' 500GB 560/530 MB/s,151.7,USD,60,NO,Price DAP Worldwide
PROKS,General,,MZ-77E1T0B/EU,Samsung SSD 870 EVO 2.5'' 1TB 560/530 MB/s,194.3,USD,5,NO,Price DAP Worldwide
PROKS,General,,MZ-77E4T0B/EU,Samsung SSD 870 EVO 2.5'' 4TB 560/530 MB/s,487.8,USD,15,NO,Price DAP Worldwide
PROKS,General,,MZ-V8V250BW,Samsung SSD 980 250GB M.2 PCIe 3.0 (NVMe) 3500/3000 MB/s,115.0,USD,60,NO,Price DAP Worldwide
PROKS,General,,MZ-V8V500BW,Samsung SSD 980 500GB M.2 PCIe 3.0 (NVMe) 3500/3000 MB/s,164.7,USD,60,NO,Price DAP Worldwide
PROKS,General,,MZ-V9S1T0BW,Samsung SSD 990 EVO Plus 1TB PCIe 4.0 (NVMe),213.2,USD,30,NO,Price DAP Worldwide
PROKS,General,,MZ-V9S2T0BW,Samsung SSD 990 EVO Plus 2TB PCIe 4.0 (NVMe),284.2,USD,30,NO,Price DAP Worldwide
PROKS,General,,MZ-V9S4T0BW,Samsung SSD 990 EVO Plus 4TB PCIe 4.0 (NVMe),448.8,USD,15,NO,Price DAP Worldwide
PROKS,General,,MZ-V9P1T0BW,Samsung SSD 990 PRO 1TB PCIe 4.0 (NVMe) R7450/W6900 MB/s,208.5,USD,30,NO,Price DAP Worldwide
PROKS,General,,MZ-V9P2T0BW,Samsung SSD 990 PRO 2TB PCIe 4.0 (NVMe) R7450/W6900 MB/s,305.5,USD,30,NO,Price DAP Worldwide
PROKS,General,,MZ-V9P4T0BW,Samsung SSD 990 PRO 4TB PCIe 4.0 (NVMe) R7450/W6900 MB/s,484.3,USD,30,NO,Price DAP Worldwide
PROKS,General,,MZ-V9P4T0CW,Samsung SSD 990 PRO 4TB PCIe 4.0 (NVMe) R7450/W6900 MB/s w/ Heatsink (Black box),537.5,USD,20,NO,Price DAP Worldwide
PROKS,General,,MZ-VAP2T0BW,Samsung SSD 9100 PRO 2TB PCIe 5.0 (NVMe) R14800/W13400 MB/s,315.0,USD,10,NO,Price DAP Worldwide
PROKS,General,,MZ-VAP8T0BW,Samsung SSD 9100 PRO 8TB PCIe 5.0 (NVMe) R14800/W13400 MB/s,987.3,USD,10,NO,Price DAP Worldwide
PROKS,General,,MZ-VAP2T0CW,Samsung SSD 9100 PRO 2TB PCIe 5.0 (NVMe) R14800/W13400 MB/s w/ Heatsink,338.7,USD,10,NO,Price DAP Worldwide
PROKS,General,,MZ-VAP8T0CW,Samsung SSD 9100 PRO 8TB PCIe 5.0 (NVMe) R14800/W13400 MB/s w/ Heatsink,1013.3,USD,5,NO,Price DAP Worldwide
PROKS,General,,PN,Kingston SSD,0.0,USD,0,NO,Price DAP Worldwide
PROKS,General,,SA400S37/240G,"Kingston A400, 240GB, SATA3, 2.5', 500r/350w MB/s",65.3,USD,50,NO,Price DAP Worldwide
PROKS,General,,SA400S37/480G,"Kingston A400, 480GB, SATA3, 2.5', 500r/480w MB/s",99.6,USD,100,NO,Price DAP Worldwide
PROKS,General,,SA400S37/960G,"Kingston A400, 960GB, SATA3, 2.5', 500r/480w MB/s",156.4,USD,150,NO,Price DAP Worldwide
PROKS,General,,SKC3000S/1024G,Kingston KC3000 1024GB PCIe 4.0 (NVMe) R7000/W6'000 MB/s SSD,175.4,USD,27,NO,Price DAP Worldwide
PROKS,General,,SKC600/1024G,"Kingston KC600 1TB SATA 2.5"" 550r/500w MB/s",234.5,USD,14,NO,Price DAP Worldwide
PROKS,General,,SFYR2S/1T0,Kingston FURY Renegade G5 1TB PCIe 5.0 (NVMe) R14'200/W11'000 MB/s SSD,235.7,USD,20,NO,Price DAP Worldwide
PROKS,General,,SFYR2S/2T0,Kingston FURY Renegade G5 2TB PCIe 5.0 (NVMe) R14'700/W41'000 MB/s SSD,352.9,USD,20,NO,Price DAP Worldwide
PROKS,General,,SNV3S/500G,Kingston NV3 500GB PCIe 4.0 (NVMe) R6000/W2200 MB/s SSD,106.7,USD,50,NO,Price DAP Worldwide
PROKS,General,,SNV3S/1000G,Kingston NV3 1TB PCIe 4.0 (NVMe) R6000/W2200 MB/s SSD,157.6,USD,100,NO,Price DAP Worldwide
PROKS,General,,SNV3S/2000G,Kingston NV3 2TB PCIe 4.0 (NVMe) R6000/W2200 MB/s SSD,283.1,USD,100,NO,Price DAP Worldwide
PROKS,General,,PN,Crucial SSD,0.0,USD,0,NO,Price DAP Worldwide
PROKS,General,,CT240BX500SSD1,"Crucial SSD BX500 240GB, SATA3, 2.5' 540r/500w MB/s",52.3,USD,200,NO,Price DAP Worldwide
PROKS,General,,CT500BX500SSD1,"Crucial SSD BX500 2.5"" 500GB SATA Internal SSD 540MB/s",86.0,USD,200,NO,Price DAP Worldwide
PROKS,General,,CT1000BX500SSD1,"Crucial SSD BX500 2.5"" 1TB SATA Internal SSD 540MB/s",110.3,USD,150,NO,Price DAP Worldwide
PROKS,General,,CT2000BX500SSD1,"Crucial SSD BX500 2.5"" 2TB SATA Internal SSD 540MB/s",201.4,USD,100,NO,Price DAP Worldwide
PROKS,General,,CT500P310SSD8,Crucial SSD P310 500GB PCIe Gen4 NVMe 2280 M.2 w/o HS,99.6,USD,150,NO,Price DAP Worldwide
PROKS,General,,CT1000P310SSD8,Crucial SSD P310 1TB PCIe Gen4 NVMe 2280 M.2 w/o HS,141.0,USD,150,NO,Price DAP Worldwide
PROKS,General,,CT2000P310SSD8,Crucial SSD P310 2TB PCIe Gen4 NVMe 2280 M.2 w/o HS,241.6,USD,41,NO,Price DAP Worldwide
